Gerät,Patch Date,Patch Level Status: Compliant (Last 2 Months)
ATSE-LT-CAD023,September 2025,true
ATSE-LT-DEV08,September 2025,true
ATSE-LT-MAG15,September 2025,true
ATSE-LT-TD03,August 2025,true
ATSE-LT-ETECH10,September 2025,true
ATSE-LT-MAG54,August 2025,true
ATSE-LT-ETECH36,September 2025,true
ATSE-LT-EK28,September 2025,true
ATSE-LT-MAG71,September 2025,true
ATSE-CL-BDE0510,September 2025,true
ATSE-CL-MAG64,August 2025,true
ATSE-CL-BDE0513,September 2025,true
ATSE-CL-BDE0515,September 2025,true
ATSE-CL-BDE0512,September 2025,true
ATSE-LT-CAD007,June 2025,false
ATSE-CL-BDE0504,September 2025,true
ATSE-CL-BDE0196,September 2025,true
ATSE-CL-BDE0045,June 2025,false
ATSE-CL-BDE0527,September 2025,true
ATSE-CL-BDE0037,September 2025,true
ATSE-CL-BDE0016,August 2025,true
ATSE-CL-BDE0021,August 2025,true
ATSE-LT-BDE0041,September 2025,true
ATSE-LT-CAD114,September 2025,true
ATSE-LT-CAD120,August 2025,true
ATSE-CL-BDE0051,September 2025,true
ATSE-LT-PM04,September 2025,true
ATSE-CL-MA01,September 2025,true
ATSE-LT-ETECH33,September 2025,true
ATSE-CL-BDE0004,September 2025,true
ATSE-CL-BDE0139,August 2025,true
ATSE-CL-BDE0002,September 2025,true
ATSE-LT-SL09,September 2025,true
ATSE-LT-ETECH54,September 2025,true
ATSE-LT-CAD105,September 2025,true
ATSE-LT-SL10,August 2025,true
ATSE-LT-PRODM20,September 2025,true
ATSE-LT-CAD042,September 2025,true
ATSE-LT-CAD010,September 2025,true
ATSE-CL-BDE0142,September 2025,true
ATSE-LT-EK22,August 2025,true
ATSE-LT-ETECH60,August 2025,true
ATSE-LT-PM19,August 2025,true
ATSE-LT-MAG26,August 2025,true
ATSE-LT-EPL03,August 2025,true
ATSE-CL-LBS41,September 2025,true
ATSE-LT-TD22,September 2025,true
ATSE-CL-SV20,September 2025,true
ATSE-LT-NC100,September 2025,true
ATSE-LT-CAD024,September 2025,true
ATSE-LT-BD02,September 2025,true
ATSE-LT-PDTM04,September 2025,true
ATSE-LT-MAG60,September 2025,true
ATSE-CL-BDE0519,September 2025,true
ATSE-LT-BDE0183,September 2025,true
ATSE-LT-NC011,August 2025,true
ATSE-LT-TS20,September 2025,true
ATSE-LT-ETECH38,August 2025,true
ATSE-LT-ETECH80,July 2025,true
ATSE-LT-LL06,September 2025,true
ATSE-CL-BDE0509,September 2025,true
ATSE-LT-EPL13,August 2025,true
ATSE-LT-TD15,August 2025,true
ATSE-CL-QM06,August 2025,true
ATSE-LT-BDE0037,August 2025,true
ATSE-LT-DEV11,August 2025,true
ATSE-LT-ETECH72,September 2025,true
ATSE-LT-ZOLL15,September 2025,true
ATSE-LT-DEV10,August 2025,true
ATSE-LT-BDE0070,September 2025,true
ATSE-LT-TS16,September 2025,true
ATSE-LT-DEV30,September 2025,true
ATSE-LT-ETECH94,September 2025,true
ATSE-LT-QM29,September 2025,true
ATSE-LT-BDE0131,September 2025,true
ATSE-CL-BDE0164,August 2025,true
ATSE-CL-BDE0043,August 2025,true
ATSE-CL-BDE0514,September 2025,true
ATSE-CL-BDE0518,September 2025,true
ATSE-LT-PDTM11,September 2025,true
ATSE-LT-LL04,August 2025,true
ATSE-LT-CAD050,August 2025,true
ATSE-CL-BDE0168,August 2025,true
ATSE-CL-BDE0013,September 2025,true
ATSE-LT-MAG75,September 2025,true
ATSE-LT-CAD008,September 2025,true
ATSE-LT-CAD063,August 2025,true
ATSE-CL-BDE0111,September 2025,true
ATSE-LT-EPL15,September 2025,true
ATSE-VM-SHOW02,June 2025,false
ATSE-LT-MAG03,September 2025,true
ATSE-LT-CAD027,August 2025,true
ATSE-LT-CAD046,September 2025,true
ATSE-LT-ETECH35,September 2025,true
ATSE-CL-BDE0022,September 2025,true
ATSE-LT-CAD064,September 2025,true
ATSE-CL-BDE0136,September 2025,true
ATSE-CL-BDE0033,August 2025,true
ATSE-LT-CAD054,August 2025,true
ATSE-LT-EPL01,August 2025,true
ATSE-CL-BDE0044,September 2025,true
ATSE-LT-MAG05,October 2024,false
ATSE-LT-EPL12,September 2025,true
ATSE-CL-BDE0161,August 2025,true
ATSE-CL-BDE0511,September 2025,true
ATSE-LT-BTR05,September 2025,true
ATSE-CL-BDE0141,September 2025,true
ATSE-CL-BDE0157,September 2025,true
ATSE-LT-CAD011,September 2025,true
ATSE-CL-BDE0516,September 2025,true
ATSE-CL-BDE0048,September 2025,true
ATSE-CL-BDE0053,September 2025,true
ATSE-LT-CAD016,September 2025,true
ATSE-LT-PM16,September 2025,true
ATSE-LT-EPL16,August 2025,true
ATSE-CL-BDE0508,September 2025,true
ATSE-CL-BDE0123,September 2025,true
CZBR-LT-MONT04,August 2025,true
ATSE-CL-BDE0190,September 2025,true
ATSE-LT-TS02,September 2025,true
ATSE-LT-EK10,September 2025,true
ATSE-LT-EPL18,August 2025,true
ATSE-LT-EPL11,September 2025,true
ATSE-LT-DEV26,August 2025,true
ATSE-LT-NC010,August 2025,true
ATSE-LT-MAG27,August 2025,true
ATSE-LT-CAD035,September 2025,true
ATSE-LT-CAD056,September 2025,true
ATSE-LT-ETECH34,August 2025,true
ATSE-LT-ETECH93,September 2025,true
ATSE-LT-SUP08,September 2025,true
ATSE-LT-PDTM07,September 2025,true
ATSE-LT-SL18,September 2025,true
ATSE-LT-EPL09,August 2025,true
ATSE-LT-CAD036,August 2025,true
ATSE-LT-CAD014,September 2025,true
ATSE-LT-TD17,August 2025,true
ATSE-LT-QM23,September 2025,true
ATSE-LT-BTR01,August 2025,true
ATSE-LT-ETECH16,September 2025,true
ATSE-LT-LV39,September 2025,true
ATSE-LT-EK25,August 2025,true
ATSE-LT-TS09,August 2025,true
ATSE-LT-MAG67,September 2025,true
ATSE-LT-PDTM13,September 2025,true
ATSE-LT-ETECH21,September 2025,true
ATSE-LT-CAD031,August 2025,true
ATSE-LT-MAG29,September 2025,true
ATSE-LT-ETECH70,September 2025,true
ATSE-LT-SUP04,August 2025,true
ATSE-LT-BDE0019,September 2025,true
ATSE-LT-QM08,September 2025,true
ATSE-LT-PDTM03,September 2025,true
ATSE-LT-EK27,September 2025,true
ATSE-LT-ETECH18,September 2025,true
ATSE-LT-ETECH47,August 2025,true
ATSE-LT-CAD041,September 2025,true
ATSE-LT-TD013,August 2025,true
ATSE-LT-ETECH56,September 2025,true
ATSE-CL-BDE0074,September 2025,true
ATSE-LT-TS22,September 2025,true
ATSE-LT-ETECH61,September 2025,true
ATSE-LT-ETECH19,August 2025,true
ATSE-LT-ETECH44,August 2025,true
ATSE-LT-ETECH14,September 2025,true
ATSE-LT-SL20,September 2025,true
ATSE-LT-SL04,September 2025,true
ATSE-LT-ETECH69,August 2025,true
ATSE-LT-CAD058,August 2025,true
ATSE-LT-EPL21,August 2025,true
ATSE-LT-DEV21,September 2025,true
ATSE-LT-ETECH20,August 2025,true
ATSE-LT-INO29,September 2025,true
ATSE-LT-SUP06,September 2025,true
ATSE-LT-EDV67,September 2025,true
ATSE-LT-ETECH04,September 2025,true
ATSE-LT-MONT115,July 2025,true
ATSE-LT-MAG28,September 2025,true
ATSE-LT-DEV20,September 2025,true
ATSE-LT-SV17,September 2025,true
ATSE-LT-LISECK1,July 2025,true
ATSE-LT-MONT156,August 2025,true
ATSE-LT-PDTM12,September 2025,true
ATSE-LT-AV10,September 2025,true
ATSE-LT-AV16,September 2025,true
ATSE-LT-AV08,September 2025,true
ATSE-LT-CAD013,August 2025,true
ATSE-LT-BDE0039,September 2025,true
ATSE-LT-BH31,August 2025,true
ATSE-LT-EPL20,September 2025,true
PLWS-LT-ACC02,September 2025,true
ATSE-LT-CAD026,August 2025,true
ATSE-LT-ETECH24,August 2025,true
PLWS-LT-VK03,September 2025,true
ATSE-CL-MA02,September 2025,true
PLWS-LT-MONT10,September 2025,true
PLWS-LT-MONT09,September 2025,true
ATSE-LT-ZOLL18,August 2025,true
PLWS-LT-OFF06,August 2025,true
ATSE-LT-SV40,August 2025,true
ATSE-LT-PM23,September 2025,true
PLWS-LT-MONT12,September 2025,true
ATSE-LT-SV36,September 2025,true
CNSH-LT-VK04,September 2025,true
CNSH-LT-VK03,September 2025,true
CNSH-LT-VK02,September 2025,true
CNSH-LT-SER48,September 2025,true
CNSH-LT-VK20,September 2025,true
CNSH-CL-CAD01,September 2025,true
CNSH-LT-AUT03,September 2025,true
CNSH-LT-OFF01,August 2025,true
ATSE-LT-BDE0012,September 2025,true
ATSE-LT-QM05,August 2025,true
ATSE-LT-MAG31,September 2025,true
ATSE-CL-MAG18,September 2025,true
ATSE-CL-BDE0034,September 2025,true
CNSH-LT-ACC03,August 2025,true
ATSE-CL-BDE0047,September 2025,true
ATSE-LT-SV65,September 2025,true
ATSE-LT-LL02,September 2025,true
ATSE-LT-CAD039,September 2025,true
ATSE-LT-SL01,September 2025,true
CNSH-LT-VK06,September 2025,true
ATSE-LT-DEV93,September 2025,true
ATSE-LT-ZOLL13,September 2025,true
ATSE-LT-ETECH25,September 2025,true
ATSE-LT-CAD004,August 2025,true
CNSH-LT-MAN01,September 2025,true
